,0,coref_text
0,"A film society is a membership - based club where people can watch screenings of films which would otherwise not be shown in mainstream cinemas . In Spain , Ireland and Italy , A film society are known as "" cineclubs "" , and in Germany A film society are known as "" filmclubs "" . 
 A film society usually have an educational aim , introducing new audiences to different audiovisual works through an organized and prepared program of screenings . 
 Editorial output reinforces the work of A film society , as A film society produce hand - programmes , brochures , schedules , information sheets , and even essays , supporting the significance of A film society exhibitions . A common feature that may characterize a film society screening is that a film society screening begin with an introduction of the film to the audience , and end with the promotion of a discussion about the film , where assistants , organizers and sometimes the filmmakers the filmmakers , exchange assistants , organizers and sometimes the filmmakers the filmmakers views . 
 There are networks in many different countries , and networks in many different countries are organized into federations , councils , collectives , and local networks . Famous film societies include Amos Vogel 's Cinema 16 , Cinémathèque Française , and the Film Society of Lincoln Center in New York City . 


 = = International = = 
 The film society movement originated in France in the time between the two world wars ( see below ) . 
 The international body for film societies is the International Federation of Film Societies . 
 the International Federation of Film Societies was set up in 1947 in Cannes ( France ) among groups of film societies in countries throughout the world and the International Federation of Film Societies is called Fédération Internationale des Ciné - Clubs ( F.I.C.C. ) . 


 = = Australia = = 
 The national body for film societies in Australia is the Australian Council of Film Societies ( ACOFS ) was established in 1949 . 
 Notable members of the Australian "" film society movement "" include Ian Klava , David Stratton , Michael Thornhill , Frank Moorhouse , Ken Quinnell and John Flaus . 


 = = Bangladesh = = 
 Film society movement in Bangladesh was started in 1963 . Young generation of 70 's are con",
0,"A "" buffer shot "" is a film technique of inserting a shot into a film to disguise a mistake , or a cut . Buffer shots are often known as "" cheat shots . "" 
 For example , if Character A is talking to Character B and the microphone is briefly in shot while Character A is talking , the editor could insert a shot of Character B listening or reacting , to cover up the mistake . a film technique of inserting a shot into a film to disguise a mistake , or a cut is often used in news reporting when there is no opportunity for re - takes , or to cover up cuts in an interview . 


 = = See also = = 
 Noddy ( TV interview technique ) 

 Cheat Shot- A shot in which part of the subject or action is excluded from view to make part of the subject or action appear different from what part of the subject or action actually is . Cheat shots are often used in action sequences to create the illusion of danger or disaster .",
0,"The megalethoscope is an optical apparatus designed by Carlo Ponti of Venice before 1862 .   The megalethoscope is the evolution of the alethoscope , patented by Carlo Ponti of Venice in 1861 . 
 In The megalethoscope , photographs are viewed through a large lens , which creates the optical illusion of depth and perspective .   The albumen photographs are either backlit by an internal light source — usually an oil or kerosene lantern — or lit by daylight admitted via a system of opening doors .   Carlo Ponti of Venice and others produced specially prepared photographs for use in the Megalethoscope . specially prepared photographs were translucent and were coloured and pierced to create dramatic visual effects , such as using backlighting to create the impression of nighttime . 
 The megalethoscope was and is often confused with the stereoscope which was of a different design and effect . However , the megalethoscope and the alethoscope , patented by Carlo Ponti of Venice in 1861 are capable of a certain illusion of relief , that uses chromostereopsis . 


 = = References = = 


 = = External links = = 
 Princeton University Library 's Megalethoscope 
 George Eastman House Online Megalethoscope Viewer 
 George Eastman House blog post on the Megalethoscope",
0,"Aardman Animations is an animation studio in Bristol , which produces stop motion and computer - animated features , shorts , TV series and a selection of adverts . 


 = = Filmography = = 


 = = = Feature films = = = 


 = = = = Released films = = = = 
 Note : Rights to the Aardman Animations films produced with DreamWorks Animation are now owned by Universal Pictures , following NBCUniversal 's purchase of DreamWorks Animation in 2016 . 


 = = = = In Development = = = = 


 = = = Television series / series of shorts = = = 


 = = = Short films = = = 


 = = = Music videos = = = 


 = = = Commercials = = = 
 This is a selected list of commercials produced by Aardman Animations . By 2000 , Aardman Animations had produced over 100 commercials , at a rate of 15–20 spots per year . In the year 2009 alone , Aardman Animations produced 106 commercials . 


 = = = Idents = = = 
 BBC Two Christmas idents ( 1995 ) 
 BBC One Christmas idents ( 2001 , 2008 ) 
 BBC Three idents ( 2003 ) 
 CBBC idents ( 2007 ) 
 Watch idents ( 2009 ) 
 BBC Two ' Curve ' idents ( 2018 ) 


 = = = Apps = = = 
 Wizards vs Aliens : The Eye of Bashtarr ( 2013 ) 
 Escargot Escape Artistes ( 2015 ) 


 = = Crew = = 


 = = = In Development = = = 


 = = Video Games = = 


 = = Accolades = = 


 = = = Academy Awards = = = 


 = = = Golden Globe Awards = = = 


 = = = BAFTA Awards = = = 


 = = = Annie Awards = = = 


 = = = Critic 's Choice Awards = = = 


 = = = Golden Tomato Awards = = = 


 = = = Kids ' Choice Awards = = = 


 = = See also = = 
 List of StudioCanal theatrical animated features 


 = = References = = 


 = = External links = = 
 Official website 
 Aardman filmography at IMDb 
 Aardman Animations at Newgrounds",
0,"The following is an overview of the events of 1888 in film , including a list of films released and notable births . 


 = = Events = = 
 George Eastman files for a patent for George Eastman photographic film . 
 Thomas Edison meets with Eadweard Muybridge who proposes a scheme for sound film ( February 27 , West Orange , New Jersey ) . 
 Étienne - Jules Marey starts work on Étienne - Jules Marey chronophotographe camera with 90 mm wide roll paper film . 
 Charles - Émile Reynaud patents Charles - Émile Reynaud Théâtre Optique which uses a kind of perforated film to create an animated show , 


 = = Films = = 

 Roundhay Garden Scene , Accordion Player and Traffic Crossing Leeds Bridge , filmed by Louis Aimé Augustin Le Prince in Leeds , United Kingdom , using paper "" stripping "" film and paper negative film . 
 Horse and Rider Jumping Over An Obstacle ( Pferd und Reiter Springen über ein Hindernis ) and other sequences , shot by Ottomar Anschütz in Germany . 


 = = Births = = 
 January 3 
 George B. Seitz , American director , writer , actor and producer ( died 1944 ) 
 James Bridie , Scottish writer ( died 1951 ) 
 January 17 – Edvard Persson , Swedish actor ( died 1957 ) 
 January 23 – Franklin Pangborn , American actor ( died 1958 ) 
 March 4 – Rafaela Ottiano , Italian - born American actress ( died 1942 ) 
 March 5 – Jules Furthman , American writer , director and producer ( died 1966 ) 
 March 10 – Barry Fitzgerald , Irish actor ( died 1961 ) 
 March 30 – Anna Q. Nilsson , Swedish - born American actress ( died 1974 ) 
 April 11 – Donald Calthrop , English actor   ( died 1940 ) 
 April 27 – Florence La Badie , American actress ( died 1917 ) 
 May 17 – Claude Mérelle , French actress ( died 1976 ) 
 May 25 – Miles Malleson , English actor and writer ( died 1969 ) 
 July 4 – Henry Armetta , Italian - born American actor ( died 1945 ) 
 July 16 – Percy Kilbride , American actor ( died 1964 ) 
 August 14 – Robert Woolsey , American actor ( died 1938 ) 
 August 17 – Monty Woolley , American actor ( died 1963 ) 
 September 12 – Maurice Chevalier , French actor and singer ( died 1972 ) 
 September 25 – Hanna Ralph , German actress ( died 1978 ) 
 September 26 – W",
0,"Films about domestic workers , or films where domestic workers play major roles .   Domestic workers perform a variety of household services for an individual(s ) , from providing cleaning and household maintenance , or cooking , laundry and ironing , or care for children and elderly dependents , and other household errands .",
0,"An animation studio is a company producing animated media . The broadest such companies conceive of products to produce , own the physical equipment for production , employ operators for the physical equipment for production , and hold a major stake in the sales or rentals of the media produced . The broadest such companies also own rights over merchandising and creative rights for characters created / held by The broadest such companies , much like authors holding copyrights . In some early cases , The broadest such companies also held patent rights over methods of animation used in certain studios that were used for boosting productivity . Overall , The broadest such companies are business concerns and can function as such in legal terms . 


 = = American studios = = 

 Winsor McCay was widely renowned as the father of the animated cartoon , having converted Winsor McCay cartoon strip Little Nemo into a 10-minute feature film , co - directing Winsor McCay cartoon strip Little Nemo along with J. Stuart Blackton , released on April 8 , 1911 . However , the idea of a studio dedicated to animating cartoons was spearheaded by Raoul Barré and Raoul Barré studio , Barré Studio , co - founded with Bill Nolan , beating out the studio created by J.R. Bray , Bray Productions , to the honor of the first studio dedicated to animation . Though beaten to the post of being the first studio , J.R. Bray studio employee , Earl Hurd , came up with patents designed for mass - producing the output for J.R. Bray . As J.R. Bray studio employee , Earl Hurd did not file for patents designed for mass - producing the output for J.R. Bray under J.R. Bray studio employee , Earl Hurd own name but handed patents designed for mass - producing the output for J.R. Bray to J.R. Bray , they would go on to form the Bray - Hurd Patent Company and sold patents designed for mass - producing the output for J.R. Bray for royalties to other animation studios of the time . The patents for animation systems using drawings on transparent celluloid sheets and a registration system that kept images steady were held under the Bray - Hurd Patent Company . J.R. Bray also developed the basic division of labor still used in animation studios ( animators , assistants , layout artists , etc . ) . 

 The biggest name in animation studios during this early time was Disney Brothers Animation Studio ( now known as Walt Disney Animation Studios ) , co - founded by Walt and Roy O. Disney .",
0,"= = 1800s in film = = 
                                                                                                          
 1874 1878 
 1887 1888 1889 
 1890 1891 1892 1893 1894 1895 1896 1897 1898 1899 


 = = 1900s in film = = 

 1900 1901 1902 1903 1904 1905 1906 1907 1908 19091910 1911 1912 1913 1914 1915 1916 1917 1918 19191920 1921 1922 1923 1924 1925 1926 1927 1928 19291930 1931 1932 1933 1934 1935 1936 1937 1938 19391940 1941 1942 1943 1944 1945 1946 1947 1948 19491950 1951 1952 1953 1954 1955 1956 1957 1958 19591960 1961 1962 1963 1964 1965 1966 1967 1968 19691970 1971 1972 1973 1974 1975 1976 1977 1978 19791980 1981 1982 1983 1984 1985 1986 1987 1988 19891990 1991 1992 1993 1994 1995 1996 1997 1998 1999 


 = = 2000s in film = = 

 2000 2001 2002 2003 2004 2005 2006 2007 2008 20092010 2011 2012 2013 2014 2015 2016 2017 2018 20192020 2021 


 = = Other years in film = = 
 19th century in film by decade : 
 1860s - 1870s - 1880s - 1890s 
 20th century in film by decade : 
 1900s - 1910s - 1920s - 1930s - 1940s - 1950s - 1960s - 1970s - 1980s - 1990s 
 21st century in film by decade : 
 2000s - 2010s 


 = = See also = = 
 List of years in film 


 = = Notes = =",
0,"Cinephilia (; also cinemaphilia or filmophilia ) is the term used to refer to a passionate interest in films , film theory , and film criticism . Cinephilia is a portmanteau of the words cinema and philia , one of the four ancient Greek words for love . A person with a passionate interest in cinema is called a cinephile ( ) , cinemaphile , filmophile , or , informally , a film buff ( also movie buff ) . To a cinephile , a movie is not just a form of entertainment as a cinephile see films from a more 
 critical point of view . 
 In English , "" cinephile "" is sometimes used interchangeably with the word cineaste ( ) , though in the original French the term cinéaste ( [ sineast ] ) refers to a cinephile who is also a filmmaker . 


 = = Definition = = 
 In a review of a book on the history of cinephilia , Mas Generis writes : "" Cinephilia , is the condition of a sexual attraction to movies . "" Mas Generis also introduces a quote from film scholar Annette Michelson that states that there is , "" No one such thing as cinephilia , but rather forms and periods of cinephilia . "" As described by Antoine de Baecque and Thierry Frémaux , "" The definitive essence of cinephilia is a culture of the discarded that prefers to find intellectual coherence where none is evident and to eulogize the non - standard and the minor . ""Film historian Thomas Elsaesser writes that cinephilia "" reverberates with nostalgia and dedication ... more than a passion of going to the movies and only a little less than an entire attitude towards life "" . 


 = = History = = 


 = = = Pre - war cinephilia = = = 
 Since the beginning of the silent era , there have been film clubs and publications in which people who felt passionately about cinema could discuss people who felt passionately about cinema interests and see rare and older works . At the beginning of the sound era , there were more and more people interested in seeing older films , which led to the establishment of organizations such as the Cinémathèque Française , the first major archive devoted to film preservation . 


 = = = Post - war French cinephilia = = = 
 A notable cinephilic c",
0,"Office Ladies is a podcast hosted by Jenna Fischer and Angela Kinsey which premiered on the Earwolf platform on October 16 , 2019 . In each episode , Jenna Fischer and Kinsey , who co - starred on the American television sitcom The Office as Pam Beesly and Angela Martin , rewatch an episode of The Office and offer behind - the - scenes commentary “ that only two people who were there can tell you ” , insights and responses to fan questions . Jenna Fischer and Angela Kinsey are sometimes joined by guests that include former co - stars , producers and writers . Office Ladies aims to cover every episode of The Office 's nine - season run . The managing producer is Codi Fischer ( no relation to Jenna Fischer ) and Sam Kieffer is Office Ladies audio engineer . 


 = = List of episodes = = 


 = = Awards = = 


 = = References = = 


 = = External links = = 
 Official website",
0,"The 3-D Film Preservation Fund ( or 3DFPF ) is a 501(c)(3 ) nonprofit corporation , dedicated to the preservation of stereoscopic motion pictures .   The 3-D Film Preservation Fund ( or 3DFPF ) was formed in 2006 by Jeff Joseph of Sabucat Productions , Robert Furmanek ( brother of Ron , and Daniel Symmes of Dimension-3.In September 2006 , The 3-D Film Preservation Fund ( or 3DFPF ) hosted the second World 3-D Exposition in Hollywood , California as part of a ten - day festival of 3-D movies , held at Grauman 's Egyptian Theatre . Along with the favorites of the previous exposition were newly discovered features and shorts , and like the previous exposition , guests from each film . the second World 3-D Exposition was announced as being the local for the world premiere of several films never before seen in 3-D , including The Diamond Wizard and the Universal short subject , Hawaiian Nights with Mamie Van Doren and Pinky Lee . Other "" re - premieres "" of films not seen since their original release in stereoscopic form included Cease Fire ! , Wings of the Hawk , Those Redheads From Seattle , and Taza , Son of Cochise . Also shown were the long - lost shorts Carmenesque and A Day in the Country ( both 1953 ) and Kelley 's Plasticon Pictures ( 1922 ) , the earliest surviving 3-D film .   All new films were restored by The 3-D Film Preservation Fund ( or 3DFPF ) . Except for a few short films presented in anaglyph form in the early months of 1953 ( not widely seen ) , all of the features , shorts , and cartoons exhibited in commercial theaters from 1952 through 1953 were projected using polarized light . Except for a few short films presented in anaglyph form in the early months of 1953 ( not widely seen ) , all of the features , shorts , and cartoons exhibited in commercial theaters from 1952 through 1953 were projected using polarized light . 


 = = List of restored films ( chronological ) = = 
 The following list of films are restored thanks to The 3-D Film Preservation Fund ( or 3DFPF ) : 

 Kelley 's Plasticon Pictures ( short , 1922 ) 
 New Dimensions ( aka Motor Rhythm ) ( short , 1940 ) 
 Thrills For You ( short , 1940 ) 
 A Day in the Country ( short , 1953 ) 
 Carmenesque ( short , 1953 ) 
 Sangaree ( 19",
0,"The Journal of Film Preservation ( JFP ) is a journal published twice a year by FIAF , the International Federation of Film Archives . 


 = = History and profile = = 
 The Journal of Film Preservation ( JFP ) was founded in 1972 . The Journal of Film Preservation ( JFP ) was published under the title of FIAF , the International Federation of Film Archives Information Bulletin from 1972 to 1993 . Initially a newsletter for affiliates of FIAF , the International Federation of Film Archives , The Journal of Film Preservation ( JFP ) has become over the years a more scholarly magazine , offering a forum for both general and specialised discussions on all theoretical , technical and historical aspects of moving image archival activities around the world . The Journal of Film Preservation ( JFP ) is a trilingual journal – articles are written in English , French or Spanish , and include summaries in the other two languages . A new design , combined with a more modern editorial content was launched in April 2012 with issue # 86 . The Journal of Film Preservation ( JFP ) current editor is Elaine Burrows . 


 = = See also = = 
 List of film periodicals 


 = = References = = 


 = = External links = = 
 Past issues of The Journal of Film Preservation ( JFP )",
0,"Cult Movies 3 is a 1988 book by Danny Peary , a follow - up to Danny Peary previous books Cult Movies ( 1980 ) and Cult Movies 2 ( 1983 ) . Just like Danny Peary previous books Cult Movies ( 1980 ) and Cult Movies 2 ( 1983 ) Cult Movies 3 consists of a series of essays regarding what Danny Peary described as the 100 most representative examples of the cult film phenomenon . 


 = = Content = = 
 the 100 most representative examples of the cult film phenomenon are presented in alphabetical order , with each chapter featuring a story synopsis for the covered title , Danny Peary response to the film , production and release details , and a brief selection of contemporary critical reviews .   Cult Movies 3 features a guest contribution by Henry Blinder , who wrote the essay on Seconds . 


 = = Publication history = = 
 Certain chapters from Cult Movies 3 were republished in 2014 as a thematically connected e - book , bringing together essays about cult movies from certain genres . 


 = = the 100 most representative examples of the cult film phenomenon = = 


 = = References = = 


 = = External links = = 
 Interview with Danny Peary about the   Cult Movies books . 
 Podcast discussion about the 100 most representative examples of the cult film phenomenon , with an interview with Danny Peary .",
0,"Despite the extraordinary acclaim that Akira Kurosawa 's work has received both in Japan and abroad , Akira Kurosawa 's films , as well as Akira Kurosawa 's , have also been subject to considerable criticism , much of it harsh . It should , however , be noted that , for many of the accusations leveled against Akira Kurosawa 's work or Akira Kurosawa 's personality that are cited here , commentators taking the contrary view in defense of Akira Kurosawa 's — including Akira Kurosawa 's — have also been cited . 
 The majority of these negative judgments fall into one or more of the following categories : a ) accusations , by European commentators , of insufficient "" Japaneseness , "" particularly compared to the work of the older director , Kenji Mizoguchi ; b ) accusations of sentimentality or didacticism ; c ) criticisms of the ( alleged ) political stances taken by Akira Kurosawa 's in Akira Kurosawa 's films ; d ) objections to Akira Kurosawa 's films ' treatment of women ; e ) accusations of elitism ; f ) accusations of pandering directly to the tastes of Western audiences ; g ) criticisms of Akira Kurosawa 's alleged lack of contact ( after 1965 ) with contemporary realities ; and h ) claims of personal arrogance and mistreatment of colleagues . 


 = = the older director , Kenji Mizoguchi versus Akira Kurosawa 's dispute = = 
 In the early to mid-1950s , while Akira Kurosawa 's films were being widely viewed in Europe and North America , the final films of the older director , Kenji Mizoguchi , also began to be shown internationally and receive film festival prizes . This simultaneous exposure led to frequent critical comparisons between the two directors . A number of critics belonging to the French New Wave , such as Jean - Luc Godard , championed the final films of the older director , Kenji Mizoguchi at the expense of Akira Kurosawa 's work : 

 Since Japanese films appeared on our screens after the war , an aesthetic dispute has ranged the admirers of Akira Kurosawa 's ( Rashomon , The Seven Samurai , The Idiot ) against those of the older director , Kenji Mizoguchi . A dispute made even more furious by the fact that the two directors have been frequent prizewinners at festivals . Our thanks are du",
0,"Phantasmagoria ( American pronunciation , also fantasmagorie , fantasmagoria ) was a form of horror theatre that ( among other techniques ) used one or more magic lanterns to project frightening images such as skeletons , demons , and ghosts onto walls , smoke , or semi - transparent screens , typically using rear projection to keep the lantern out of sight . Mobile or portable projectors were used , allowing the projected image to move and change size on the screen , and multiple projecting devices allowed for quick switching of different images . In many shows the use of spooky decoration , total darkness , ( auto-)suggestive verbal presentation , and sound effects were also key elements . Some shows added a variety of sensory stimulation , including smells and electric shocks . Such elements as required fasting , fatigue ( late shows ) and drugs have been mentioned as methods of making sure spectators would be more convinced of what spectators saw . Some shows started under the guise of actual séances in Germany in the late 18th century , and gained popularity through most of Europe ( including Britain ) throughout the 19th century . 
 The word "" phantasmagoria "" has also been commonly used to indicate changing successions or combinations of fantastic , bizarre or imagined imagery . 


 = = Etymology = = 
 From French phantasmagorie , from Ancient Greek φάντασμα ( phántasma , “ ghost ” ) + possibly either αγορά ( agorá , “ assembly , gathering ” ) + the suffix -ia , or ἀγορεύω ( agoreúō , “ to speak publicly ” ) . 
 Paul Philidor ( also known simply as "" Phylidor "" ) announced Paul Philidor ( also known simply as "" Phylidor "" ) show of ghost apparitions and evocation of the shadows of famous people as Phantasmagorie in the Parisian periodical Affiches , annonces et avis divers of December 16 , 1792 . About two weeks earlier Phantasmagorie had been the title of a letter by a certain "" A.L.M. "" , published in Magazin Encyclopédique . a letter by a certain "" A.L.M. "" , published in Magazin Encyclopédique also promoted Paul Philidor ( also known simply as "" Phylidor "" ) show . Paul Philidor ( also known simply as "" Phylidor "" ) had previously advertised Paul Philidor ( also known simply as "" Phylidor "" ) show as Phantasmorasi in Vienna in March 1790.The English variation Phantasmagoria was",
0,"Debbie Reynolds 
 Digital copy 
 List of Blue Sky Studios films 
 National Student Film Institute 
 Film studio 
 Category : Incest in film 
 1990s in film 
 Dawson Film Find 
 Estudios Quanta 
 2010s in film 
 Dolby 3D 
 1890s in film 
 Precursors of film 
 Sex in film 
 Conscience Films 
 Category : American cinema by ethnicity 
 Photoplayer 
 Category : Suicide in film 
 Closet screenplay 
 Peep show 
 List of Looney Tunes television specials 
 List of books on films 
 Cinémathèque québécoise 
 Admiral International Films 
 Roxy Hunter 
 History of film 
 Cult Movies 2 
 Audition 
 Cinematography 
 Amateur film 
 1920s in film 
 Cinema Vox ( Casablanca ) 
 1898 in film 
 3ality Technica 
 Kaiserpanorama 
 Category : Film educators 
 List of film production companies in Estonia 
 Beach party film 
 Filmapalooza 
 Cinema etiquette 
 Camera stabilizer 
 Electrotachyscope 
 List of film and television occupations 
 Category : Films by country 
 Axial cut 
 Violence in art 
 Cinemania ( film ) 
 Concession stand 
 Cahiers du Cinéma 's Annual Top 10 Lists 
 1897 in film 
 Camera operator 
 Housekeeping deal 
 The Sight & Sound Greatest Films of All Time 2012 
 12 Monkeys 
 Doctor Who : Podshock 
 Film Music Guild 
 AXIOM ( camera ) 
 Chaplinmania 
 Björk videography 
 Kiel Society for Film Music Research 
 Independent movie theater 
 Film northants 
 1901 in film 
 Blaxploitation 
 Ghostwriter 
 List of Disney references in Enchanted 
 Actuality film 
 Brucemania 
 Anagnorisis 
 Microcinema 
 Robert A. Harris 
 Gaana 
 Georgia Film Academy 
 Available light 
 Duke City Shootout 
 Filming permit 
 AFI 100 Years ... series 
 Forrest J Ackerman 
 48Hours 
 Catch light 
 Composite film 
 Category : Films about filmmaking 
 .. txt 
 Screen Studies Group , London 
 Buffering the Vampire Slayer 
 Donaldism 
 Film memorabilia 
 List of Chinese film - production companies before 1949 
 Film industry 
 The Flop House 
 Filmography 
 Cult film 
 Australian Centre for the Moving Image 
 Reelside 
 Film series 
 List of film distributors by country 
 American shot 
 Index of articles related to motion pictures 
 1980s in film 
 College circuit 
 Animated documentary 
 Hedda Gabler filmography 
 American Ec",
0,Film review websites .,
0,"The gunungan ( Javanese "" mountain "" ) , also known as kayon or kayonan ( from kayu , "" wood "" or "" tree "" ) in Bali , is a figure in the Indonesian theatrical performance of wayang e.g. wayang kulit , wayang klitik , and wayang golek . 


 = = See also = = 

 Wayang 
 Javanese culture 
 Culture of Indonesia 


 = = Cited works = =",
0,"The Kinematoscope ( a.k.a . Motoscope ) was patented in 1861 ( United States Patent 31357 ) , a protean development in the history of cinema . The Kinematoscope ( a.k.a . Motoscope ) aimed to present the illusion of motion . patented was filed by Coleman Sellers of Philadelphia , Pennsylvania as an "" improvement in exhibiting stereoscopic pictures "" . Coleman Sellers of Philadelphia , Pennsylvania applied stereoscopy to the existing principle of toy phantasmascopes using rotating discs . 
 A series of still stereographic images with chronologically successive stages of action were mounted on blades of a spinning paddle and viewed through slits . The slits passed under a stereoscopic viewer . A series of still stereographic images with chronologically successive stages of action were visible within a cabinet , and were not projected onto a screen . 


 = = References = =",
0,"An alternate ending ( Standard English : alternative ending ) is an ending of a story that was considered or even written ( and , in the cases of film and television , filmed ) , but ultimately discarded in favour of another resolution . Generally , alternative endings are considered to have no bearing on the canonical narrative . 


 = = Examples in literature = = 
 Charles Dickens ' novel Great Expectations originally had a bleaker conclusion , with Pip meeting Estella , but after Estella remarried . In a letter , Charles Dickens ' stated that Charles Dickens ' had been persuaded by Edward Bulwer - Lytton to change a bleaker conclusion prior to publication . 
 Ernest Hemingway struggled with the ending of A Farewell to Arms . By Ernest Hemingway count , Ernest Hemingway wrote 39 of the ending of A Farewell to Arms "" before Ernest Hemingway was satisfied . "" However , a 2012 edition of A Farewell to Arms included 47 alternate endings . 
 Robert A. Heinlein originally killed off the protagonist of Podkayne of Mars , but grudgingly let the protagonist of Podkayne of Mars live in response to Robert A. Heinlein publisher 's objections . 
 John Green tied one of the characters to railway tracks in John Green second draft of The Fault in Our Stars to explore the trolley problem . John Green also wrote an ending in which Hazel and Van Houten die in a shootout with a drug lord . 
 Felix Salten ’s The Hound of Florence differs greatly in the original German language ( Der Hund von Florenz ) and in the English translation . the original German language ( Der Hund von Florenz ) ends in tragedy : the archduke stabs the dog to death , killing Lukas , and Lukas body is disposed of . In the English translation , a wholly new ending of six more pages has been written : Lukas survives , gets medication and is united with the courtesan . Currently it is not known if a wholly new ending of six more pages is authorized . 


 = = Examples in movies = = 
 Alternative endings are often filmed before being scrapped , and may be subsequently included as a special feature in the film 's DVD release . These alternative endings are a special type of deleted scene . In other cases , ideas that were presented but discarded early on are alluded to by the production team in commentary or inter",
0,""" Lille katt "" ( English : Little cat ) is a Swedish children 's song . The lyrics were written by the author Astrid Lindgren . The music was composed by Georg Riedel . 
 "" Lille katt "" ( English : Little cat ) appears in the 1972 film Nya hyss av Emil i Lönneberga . 


 = = Publication = = 
 Barnvisboken , 1977 , as "" Lille katt , lille kat "" ( "" Lilla Idas visa "" ) 
 Smått å Gott , 1977 
 Barnvisor och sånglekar till enkelt komp , 1984 


 = = Recordings = = 
 An early recording was done on 1971 album the author Astrid Lindgren Emil i Lönneberga . "" Lille katt "" ( English : Little cat ) has also been recorded by Lisa Nilsson ( 1999 )   and Siw Malmkvist and Tove Malmkvist "" Lille katt "" ( English : Little cat ) was also recorded by Wooffisarna & Lill - Babs on 1980 album Wooffisarna & Lill - Babs . In 1991 , "" Lille katt "" ( English : Little cat ) was recorded in Persian by Simin Habibi , as "" Gurba - ji kucik "" . 
 German singer - songwriter Lena Meyer - Landrut recorded "" Lille katt "" ( English : Little cat ) for German singer - songwriter Lena Meyer - Landrut third studio album Stardust in 2012 as a hidden track . 


 = = References = = 


 = = External links = = 
 "" Lille katt "" ( English : Little cat ) on YouTube",
0,"A character arc is the transformation or inner journey of a character over the course of a story . If a story has a character arc , a character begins as one sort of person and gradually transforms into a different sort of person in response to changing developments in a story . Since transforms is often substantive and leading from one personality trait to a diametrically opposite trait ( for example , from greed to benevolence ) , the geometric term arc is often used to describe transforms . In most stories , lead characters and protagonists are the characters most likely to experience character arcs , although lesser characters often change as well . A driving element of the plots of many stories is that the main character seems initially unable to overcome opposing forces , possibly because the main character lack skills or knowledge or resources or friends . To overcome such obstacles , the main character must change , possibly by learning new skills , to arrive at a higher sense of self - awareness or capability . Main characters can achieve such self - awareness by interacting with Main characters environment , by enlisting the help of mentors , by changing Main characters viewpoint , or by some other method . 


 = = Dramatic narrative structure = = 

 Throughout the trajectory of narratives with a tripartite structure , character arcs often unfold beside the narrative arc in the following way : 


 = = = First act = = = 
 During the first act , the character arc is established or re - established for at least one character , the main character ( the protagonist ) , within the exposition ( noument ) of the environment including relationships to other characters . Later in the first act , a dynamic , on - screen incident , known as the inciting incident , or catalyst occurs that confronts the protagonist , whose attempts to deal with a dynamic , on - screen incident , known as the inciting incident , or catalyst lead to a second and more dramatic situation , known as the first turning point .   After a second and more dramatic situation , known as the first turning point , life will never be the same for the protagonist , whose attempts to deal with a dynamic , on - screen incident , known as the inciting incident , or catalyst lead to a second and more dramatic situation , known as the first turning point and raises a dramatic question t",
0,"Marilyn Monroe wore a white dress in the 1955 film The Seven Year Itch , directed by Billy Wilder . a white dress was created by costume designer William Travilla and was worn in one of the best - known scenes in the 1955 film The Seven Year Itch , directed by Billy Wilder . a white dress is regarded as an icon of film history and the image of Marilyn Monroe standing above a subway grating blowing a white dress up has been described as one of the iconic images of the 20th century . 


 = = Background and history = = 
 The costume designer William Travilla , known simply as Travilla , won an Oscar for costume designer William Travilla work in The Adventures of Don Juan in 1948 . In 1952 , while costume designer William Travilla was still one of the many costume designers at 20th Century Fox , costume designer William Travilla began working with Marilyn Monroe for the film , Do n't Bother to Knock . costume designer William Travilla designed the clothes for Marilyn Monroe in eight of Marilyn Monroe films , and according to costume designer William Travilla revelation , also had a brief affair . In 1955 , while costume designer William Travilla wife ( Dona Drake ) was on vacation , costume designer William Travilla designed a white dress . a white dress remains costume designer William Travilla most famous work . However , according to the book Hollywood Costume : Glamour ! Glitter ! Romance ! by Dale McConathy and Diana Vreeland , costume designer William Travilla did not actually design a white dress , but rather , bought a white dress off the rack . costume designer William Travilla denied bought . 

 In the 1955 film The Seven Year Itch , directed by Billy Wilder , a white dress appears in the sequence in which Marilyn Monroe and co - star Tom Ewell exit the Trans - Lux 52nd Street Theatre , then located on Lexington Avenue in Manhattan , having just watched the 1954 horror film Creature from the Black Lagoon . When Marilyn Monroe and co - star Tom Ewell hear a subway train passing below the grate in the sidewalk , Marilyn Monroe character steps onto the grate saying "" Ooh , do you feel the breeze from the subway ? "" , as the wind blows a white dress up exposing Marilyn Monroe legs . 
 Originally one of the best - known scenes in the 1955 film The Seven Year Itch , directed by Billy Wilder was scheduled to shoot on the street outside the Trans - Lux 52nd Street Theatre , then located on Lexington Avenue in Manhattan at 1:00 am on 15 September 1954 . However , the presence of Marilyn Monroe and the movie cameras caught the curiosity of hundreds of fans , so the director Billy Wilder was forced to reshoot one of the best - known scenes in the 1955 film The Seven Year Itch , directed by Billy Wilder on a set",
