,h,t,r,type,newEntities,pair_c,ori_head_text,ori_relation_text,ori_tail_text
17910,Q50602,Q515,create,KG,,0.03361492417752743,The City,create,a city greenway
17911,Q50602,Q515,establish,KG,,0.03411782346665859,The City,establish,a city greenway
17912,Q50602,Q515,construct,KG,,0.027320001274347305,The City,construct,a city greenway
17913,Q50602,Q6537379,hope,KG,,0.03496064990758896,The City,hope,a 25-minute walking
17914,Q50602,Q6537379,within,KG,,0.03375841863453388,The City,within,a 25-minute walking
17915,Q50602,Q6537379,maintain,KG,,0.029111919924616814,The City,maintain,a 25-minute walking
17916,Q50602,Q6537379,create,KG,,0.029357515275478363,The City,create,a 25-minute walking
17917,Q50602,Q6537379,could,KG,,0.027706328779459,The City,could,a 25-minute walking
17918,Q50602,Q6537379,establish,KG,,0.026871338486671448,The City,establish,a 25-minute walking
17919,Q50602,Q6537379,construct,KG,,0.02564130909740925,The City,construct,a 25-minute walking
17920,Q50602,Q6537379,access,KG,,0.024032847955822945,The City,access,a 25-minute walking
17921,Q50602,Q53121,hope,KG,,0.037352440878748894,The City,hope,a 10-minute cycling distance
17922,Q50602,Q53121,create,KG,,0.02834867686033249,The City,create,a 10-minute cycling distance
17923,Q50602,Q53121,access,KG,,0.034473564475774765,The City,access,a 10-minute cycling distance
17924,Q50602,Q53121,construct,KG,,0.026534613221883774,The City,construct,a 10-minute cycling distance
17925,Q50602,Q53121,maintain,KG,,0.02503654919564724,The City,maintain,a 10-minute cycling distance
17926,Q50602,Q53121,within,KG,,0.024620462208986282,The City,within,a 10-minute cycling distance
17927,Q50602,Q53121,could,KG,,0.024402529001235962,The City,could,a 10-minute cycling distance
17928,Q50602,Q53121,establish,KG,,0.023888266645371914,The City,establish,a 10-minute cycling distance
17929,Q24639,Q13427002,maintain,KG,,0.06374628655612469,Vancouver,maintain,the trend
17930,Q24639,Q13427002,create,KG,,0.06507941335439682,Vancouver,create,the trend
17931,Q24639,Q13427002,hope,KG,,0.05851363390684128,Vancouver,hope,the trend
17932,Q24639,Q249565,create,KG,,0.05921386927366257,Vancouver,create,new greenways
17933,Q24639,Q249565,maintain,KG,,0.05386739782989025,Vancouver,maintain,new greenways
17934,Q24639,Q249565,hope,KG,,0.053425733000040054,Vancouver,hope,new greenways
17935,Q24639,Q249565,construct,KG,,0.04646057076752186,Vancouver,construct,new greenways
17936,Q24639,Q141488,establish,KG,,0.04379442147910595,Vancouver,establish,a network
17937,Q24639,Q141488,hope,KG,,0.05011039227247238,Vancouver,hope,a network
17938,Q24639,Q141488,create,KG,,0.03867813665419817,Vancouver,create,a network
17939,Q24639,Q141488,maintain,KG,,0.03215912915766239,Vancouver,maintain,a network
17940,Q24639,Q141488,construct,KG,,0.03177807293832302,Vancouver,construct,a network
17941,Q24639,Q2472587,create,KG,,0.059489816427230835,Vancouver,create,every citizen
17942,Q24639,Q2472587,hope,KG,,0.05761982500553131,Vancouver,hope,every citizen
17943,Q24639,Q2472587,maintain,KG,,0.042990269139409065,Vancouver,maintain,every citizen
17944,Q24639,Q2472587,establish,KG,,0.04066332429647446,Vancouver,establish,every citizen
17945,Q24639,Q2472587,construct,KG,,0.02986021339893341,Vancouver,construct,every citizen
17946,Q24639,Q515,access,KG,,0.07274764776229858,Vancouver,access,a city greenway
17947,Q24639,Q515,hope,KG,,0.044936603866517544,Vancouver,hope,a city greenway
17948,Q24639,Q515,could,KG,,0.044903445057570934,Vancouver,could,a city greenway
17949,Q24639,Q515,create,KG,,0.04067097045481205,Vancouver,create,a city greenway
17950,Q24639,Q515,establish,KG,,0.035089973360300064,Vancouver,establish,a city greenway
17951,Q24639,Q515,maintain,KG,,0.03733557090163231,Vancouver,maintain,a city greenway
17952,Q24639,Q515,construct,KG,,0.02700653485953808,Vancouver,construct,a city greenway
17953,Q24639,Q6537379,hope,KG,,0.042752351611852646,Vancouver,hope,a 25-minute walking
17954,Q24639,Q6537379,create,KG,,0.036413561552762985,Vancouver,create,a 25-minute walking
17955,Q24639,Q6537379,establish,KG,,0.02784348838031292,Vancouver,establish,a 25-minute walking
17956,Q24639,Q6537379,maintain,KG,,0.028449755162000656,Vancouver,maintain,a 25-minute walking
17957,Q24639,Q6537379,could,KG,,0.027617959305644035,Vancouver,could,a 25-minute walking
17958,Q24639,Q6537379,within,KG,,0.03502585645765066,Vancouver,within,a 25-minute walking
17959,Q24639,Q6537379,access,KG,,0.025658348575234413,Vancouver,access,a 25-minute walking
17960,Q24639,Q6537379,construct,KG,,0.02532784268260002,Vancouver,construct,a 25-minute walking
17961,Q24639,Q53121,hope,KG,,0.04514414258301258,Vancouver,hope,a 10-minute cycling distance
17962,Q24639,Q53121,access,KG,,0.036099065095186234,Vancouver,access,a 10-minute cycling distance
17963,Q24639,Q53121,create,KG,,0.03540472313761711,Vancouver,create,a 10-minute cycling distance
17964,Q24639,Q53121,construct,KG,,0.026221146807074547,Vancouver,construct,a 10-minute cycling distance
17965,Q24639,Q53121,within,KG,,0.02588790003210306,Vancouver,within,a 10-minute cycling distance
17966,Q24639,Q53121,establish,KG,,0.024860416539013386,Vancouver,establish,a 10-minute cycling distance
17967,Q24639,Q53121,maintain,KG,,0.024374384433031082,Vancouver,maintain,a 10-minute cycling distance
17968,Q24639,Q53121,could,KG,,0.024314159527420998,Vancouver,could,a 10-minute cycling distance
17969,Q13427002,Q249565,construct,KG,,0.06320208311080933,the trend,construct,new greenways
17970,Q13427002,Q141488,construct,KG,,0.04851958528161049,the trend,construct,a network
17971,Q13427002,Q2472587,construct,KG,,0.04660172574222088,the trend,construct,every citizen
17972,Q13427002,Q141488,establish,KG,,0.04745522141456604,the trend,establish,a network
17973,Q13427002,Q2472587,establish,KG,,0.04432412423193455,the trend,establish,every citizen
17974,Q13427002,Q515,access,KG,,0.07481175474822521,the trend,access,a city greenway
17975,Q13427002,Q515,could,KG,,0.04516114015132189,the trend,could,a city greenway
17976,Q13427002,Q515,establish,KG,,0.038750773295760155,the trend,establish,a city greenway
17977,Q13427002,Q515,construct,KG,,0.043748047202825546,the trend,construct,a city greenway
17978,Q13427002,Q6537379,construct,KG,,0.04206935502588749,the trend,construct,a 25-minute walking
17979,Q13427002,Q6537379,establish,KG,,0.03150428831577301,the trend,establish,a 25-minute walking
17980,Q13427002,Q6537379,within,KG,,0.030887747183442116,the trend,within,a 25-minute walking
17981,Q13427002,Q6537379,could,KG,,0.02787565439939499,the trend,could,a 25-minute walking
17982,Q13427002,Q6537379,access,KG,,0.02772245556116104,the trend,access,a 25-minute walking
17983,Q13427002,Q53121,construct,KG,,0.042962659150362015,the trend,construct,a 10-minute cycling distance
17984,Q13427002,Q53121,establish,KG,,0.028521216474473476,the trend,establish,a 10-minute cycling distance
17985,Q13427002,Q53121,access,KG,,0.03816317208111286,the trend,access,a 10-minute cycling distance
17986,Q13427002,Q53121,could,KG,,0.02457185462117195,the trend,could,a 10-minute cycling distance
17987,Q13427002,Q53121,within,KG,,0.021749790757894516,the trend,within,a 10-minute cycling distance
17988,Q249565,Q141488,establish,KG,,0.06347702816128731,new greenways,establish,a network
17989,Q249565,Q2472587,establish,KG,,0.060345930978655815,new greenways,establish,every citizen
17990,Q249565,Q515,access,KG,,0.0715387873351574,new greenways,access,a city greenway
17991,Q249565,Q515,establish,KG,,0.05477258004248142,new greenways,establish,a city greenway
17992,Q249565,Q515,could,KG,,0.043889631517231464,new greenways,could,a city greenway
17993,Q249565,Q6537379,establish,KG,,0.04752609506249428,new greenways,establish,a 25-minute walking
17994,Q249565,Q6537379,within,KG,,0.031416280195117,new greenways,within,a 25-minute walking
17995,Q249565,Q6537379,could,KG,,0.026604145765304565,new greenways,could,a 25-minute walking
17996,Q249565,Q6537379,access,KG,,0.024449488148093224,new greenways,access,a 25-minute walking
17997,Q249565,Q53121,establish,KG,,0.044543023221194744,new greenways,establish,a 10-minute cycling distance
17998,Q249565,Q53121,access,KG,,0.034890204668045044,new greenways,access,a 10-minute cycling distance
17999,Q249565,Q53121,could,KG,,0.023300345987081528,new greenways,could,a 10-minute cycling distance
18000,Q249565,Q53121,within,KG,,0.022278323769569397,new greenways,within,a 10-minute cycling distance
18001,Q141488,Q515,access,KG,,0.07559965550899506,a network,access,a city greenway
18002,Q141488,Q6537379,within,KG,,0.03135594539344311,a network,within,a 25-minute walking
18003,Q141488,Q515,could,KG,,0.04849671572446823,a network,could,a city greenway
18004,Q141488,Q6537379,could,KG,,0.031211229972541332,a network,could,a 25-minute walking
18005,Q141488,Q6537379,access,KG,,0.028510356321930885,a network,access,a 25-minute walking
18006,Q141488,Q53121,access,KG,,0.038951072841882706,a network,access,a 10-minute cycling distance
18007,Q141488,Q53121,could,KG,,0.027907430194318295,a network,could,a 10-minute cycling distance
18008,Q141488,Q53121,within,KG,,0.022217988967895508,a network,within,a 10-minute cycling distance
18009,Q2472587,Q515,access,KG,,0.08349122293293476,every citizen,access,a city greenway
18010,Q2472587,Q515,could,KG,,0.06079256534576416,every citizen,could,a city greenway
18011,Q2472587,Q6537379,access,KG,,0.03640192374587059,every citizen,access,a 25-minute walking
18012,Q2472587,Q6537379,within,KG,,0.032356731593608856,every citizen,within,a 25-minute walking
18013,Q2472587,Q6537379,could,KG,,0.04350707959383726,every citizen,could,a 25-minute walking
18014,Q2472587,Q53121,access,KG,,0.04684264026582241,every citizen,access,a 10-minute cycling distance
18015,Q515,Q6537379,within,KG,,0.04814105108380318,a city greenway,within,a 25-minute walking
18016,Q2472587,Q53121,within,KG,,0.023218775168061256,every citizen,within,a 10-minute cycling distance
18017,Q2472587,Q53121,could,KG,,0.040203279815614223,every citizen,could,a 10-minute cycling distance
18018,Q515,Q53121,within,KG,,0.03900309465825558,a city greenway,within,a 10-minute cycling distance
18019,Q2383321,Q21528113,along,KG,,0.03584904968738556,Anticipated ecological benefits,along,corridors
18020,Q2383321,Q403605,along,KG,,0.042756546288728714,Anticipated ecological benefits,along,resiliency
18021,Q2383321,Q403605,improve,KG,,0.03903838060796261,Anticipated ecological benefits,improve,resiliency
18022,Q141488,Q21528113,along,KG,,0.03810427524149418,the build greenway networks,along,corridors
18023,Q141488,Q403605,along,KG,,0.045011771842837334,the build greenway networks,along,resiliency
18024,Q141488,Q403605,improve,KG,,0.038817889988422394,the build greenway networks,improve,resiliency
18025,Q1153014,Q21528113,along,KG,,0.03887893632054329,enhancing linkage,along,corridors
18026,Q1153014,Q403605,along,KG,,0.045786432921886444,enhancing linkage,along,resiliency
18027,Q1153014,Q403605,improve,KG,,0.03944636322557926,enhancing linkage,improve,resiliency
18028,Q11500,Q21528113,along,KG,,0.03760884702205658,conservation and recreation areas,along,corridors
18029,Q11500,Q403605,along,KG,,0.044516343623399734,conservation and recreation areas,along,resiliency
18030,Q11500,Q403605,improve,KG,,0.04371422529220581,conservation and recreation areas,improve,resiliency
18031,Q3056828,Q21528113,along,KG,,0.040707094594836235,cyclists,along,corridors
18032,Q3056828,Q403605,along,KG,,0.04761459119617939,cyclists,along,resiliency
18033,Q3056828,Q403605,improve,KG,,0.04198790155351162,cyclists,improve,resiliency
18034,Q7251251,Q21528113,along,KG,,0.04639432020485401,protection,along,corridors
18035,Q7251251,Q403605,along,KG,,0.053301816806197166,protection,along,resiliency
18036,Q46737,Q21528113,along,KG,,0.06598770432174206,some natural assets,along,corridors
18037,Q7251251,Q403605,improve,KG,,0.051802583038806915,protection,improve,resiliency
18038,Q21528113,Q403605,improve,KG,,0.04787933640182018,corridors,improve,resiliency
18039,Q46737,Q403605,along,KG,,0.07289520092308521,some natural assets,along,resiliency
18040,Q46737,Q403605,improve,KG,,0.03820869047194719,some natural assets,improve,resiliency
18041,Q32043,Q515,hope,KG,,0.056268490850925446,addition,hope,city greenways
18042,Q32043,.,encourage,Open_KG,tail_,0.034889054019004107,addition,encourage,.
18043,Q32043,Q3884230,hope,KG,,0.06477563828229904,addition,hope,recreational opportunities
18044,Q32043,Q3884230,encourage,KG,,0.09708934649825096,addition,encourage,recreational opportunities
18045,Q32043,.,hope,Open_KG,tail_,0.039676109328866005,addition,hope,.
18046,Q32043,.,strengthen,Open_KG,tail_,0.028921863064169884,addition,strengthen,.
18047,Q32043,.,increase,Open_KG,tail_,0.026147947646677494,addition,increase,.
18048,Q32043,Q2472587,encourage,KG,,0.06630126759409904,addition,encourage,citizens
18049,Q32043,Q2472587,hope,KG,,0.057772522792220116,addition,hope,citizens
18050,Q32043,Q1076521,increase,KG,,0.041058617644011974,addition,increase,trips
18051,Q32043,Q1076521,encourage,KG,,0.05758174881339073,addition,encourage,trips
18052,Q32043,Q1076521,hope,KG,,0.056964995339512825,addition,hope,trips
18053,Q32043,Q15807,hope,KG,,0.04153057932853699,addition,hope,foot
18054,Q32043,Q15807,encourage,KG,,0.04035874083638191,addition,encourage,foot
18055,Q32043,Q15807,increase,KG,,0.037877495400607586,addition,increase,foot
18056,Q32043,Q11442,encourage,KG,,0.036590672098100185,addition,encourage,bike
18057,Q32043,Q11442,hope,KG,,0.040236775297671556,addition,hope,bike
18058,Q32043,Q11442,increase,KG,,0.03258084412664175,addition,increase,bike
18059,Q32043,Q40754,encourage,KG,,0.0399789959192276,addition,encourage,decrease trips
18060,Q32043,Q40754,hope,KG,,0.0403875894844532,addition,hope,decrease trips
18061,Q32043,Q40754,increase,KG,,0.031242541037499905,addition,increase,decrease trips
18062,Q32043,Q752870,encourage,KG,,0.04664555564522743,addition,encourage,motor vehicles
18063,Q32043,Q752870,hope,KG,,0.042818961665034294,addition,hope,motor vehicles
18064,Q32043,Q752870,increase,KG,,0.02067317347973585,addition,increase,motor vehicles
18065,Q32043,Q102014,encourage,KG,,0.04900408908724785,addition,encourage,pedestrian and cyclist links
18066,Q32043,Q102014,strengthen,KG,,0.03553102724254131,addition,strengthen,pedestrian and cyclist links
18067,Q32043,Q102014,hope,KG,,0.05000041238963604,addition,hope,pedestrian and cyclist links
18068,Q32043,Q7860,encourage,KG,,0.03481658920645714,addition,encourage,nature
18069,Q32043,Q7860,hope,KG,,0.039092205464839935,addition,hope,nature
18070,Q32043,Q7860,strengthen,KG,,0.026035645976662636,addition,strengthen,nature
18071,Q32043,Q7860,increase,KG,,0.023555641062557697,addition,increase,nature
18072,Q32043,Q102014,increase,KG,,0.02087728213518858,addition,increase,pedestrian and cyclist links
18073,Q32043,.,strengthen,Open_KG,tail_,0.028921863064169884,addition,strengthen,.
18074,Q32043,.,hope,Open_KG,tail_,0.039676109328866005,addition,hope,.
18075,Q32043,.,increase,Open_KG,tail_,0.026147947646677494,addition,increase,.
18076,Q32043,.,encourage,Open_KG,tail_,0.034889054019004107,addition,encourage,.
18077,Q8896,Q515,hope,KG,,0.059604790061712265,the current Council,hope,city greenways
18078,Q8896,.,hope,Open_KG,tail_,0.043012408539652824,the current Council,hope,.
18079,Q8896,Q3884230,encourage,KG,,0.09308958053588867,the current Council,encourage,recreational opportunities
18080,Q8896,Q3884230,hope,KG,,0.06811193749308586,the current Council,hope,recreational opportunities
18081,Q8896,.,encourage,Open_KG,tail_,0.030889288056641817,the current Council,encourage,.
18082,Q8896,Q2472587,encourage,KG,,0.062301501631736755,the current Council,encourage,citizens
18083,Q8896,.,increase,Open_KG,tail_,0.02725869882851839,the current Council,increase,.
18084,Q8896,.,strengthen,Open_KG,tail_,0.029605570249259472,the current Council,strengthen,.
18085,Q8896,Q2472587,hope,KG,,0.061108822003006935,the current Council,hope,citizens
18086,Q8896,Q1076521,hope,KG,,0.060301294550299644,the current Council,hope,trips
18087,Q8896,Q1076521,increase,KG,,0.04216936882585287,the current Council,increase,trips
18088,Q8896,Q1076521,encourage,KG,,0.05358198285102844,the current Council,encourage,trips
18089,Q8896,Q15807,hope,KG,,0.04486687853932381,the current Council,hope,foot
18090,Q8896,Q15807,increase,KG,,0.03898824658244848,the current Council,increase,foot
18091,Q8896,Q15807,encourage,KG,,0.03635897487401962,the current Council,encourage,foot
18092,Q8896,Q11442,hope,KG,,0.043573074508458376,the current Council,hope,bike
18093,Q8896,Q11442,increase,KG,,0.03369159530848265,the current Council,increase,bike
18094,Q8896,Q11442,encourage,KG,,0.032590906135737896,the current Council,encourage,bike
18095,Q8896,Q40754,encourage,KG,,0.03597922995686531,the current Council,encourage,decrease trips
18096,Q8896,Q40754,hope,KG,,0.04372388869524002,the current Council,hope,decrease trips
18097,Q8896,Q40754,increase,KG,,0.0323532922193408,the current Council,increase,decrease trips
18098,Q8896,Q752870,hope,KG,,0.046155260875821114,the current Council,hope,motor vehicles
18099,Q8896,Q752870,encourage,KG,,0.04264578968286514,the current Council,encourage,motor vehicles
18100,Q8896,Q752870,increase,KG,,0.021783924661576748,the current Council,increase,motor vehicles
18101,Q8896,Q102014,hope,KG,,0.05333671160042286,the current Council,hope,pedestrian and cyclist links
18102,Q8896,Q102014,encourage,KG,,0.04500432312488556,the current Council,encourage,pedestrian and cyclist links
18103,Q8896,Q102014,increase,KG,,0.021988033317029476,the current Council,increase,pedestrian and cyclist links
18104,Q8896,Q102014,strengthen,KG,,0.0362147344276309,the current Council,strengthen,pedestrian and cyclist links
18105,Q8896,Q7860,strengthen,KG,,0.026719353161752224,the current Council,strengthen,nature
18106,Q8896,Q7860,hope,KG,,0.042428504675626755,the current Council,hope,nature
18107,Q8896,Q7860,encourage,KG,,0.03081682324409485,the current Council,encourage,nature
18108,Q8896,Q7860,increase,KG,,0.024666392244398594,the current Council,increase,nature
18109,Q8896,.,strengthen,Open_KG,tail_,0.029605570249259472,the current Council,strengthen,.
18110,Q8896,.,hope,Open_KG,tail_,0.043012408539652824,the current Council,hope,.
18111,Q8896,.,encourage,Open_KG,tail_,0.030889288056641817,the current Council,encourage,.
18112,Q8896,.,increase,Open_KG,tail_,0.02725869882851839,the current Council,increase,.
18113,Q515,Q3884230,encourage,KG,,0.09611489437520504,city greenways,encourage,recreational opportunities
18114,Q515,.,strengthen,Open_KG,tail_,0.027609752491116524,city greenways,strengthen,.
18115,Q515,.,encourage,Open_KG,tail_,0.033914601895958185,city greenways,encourage,.
18116,Q515,.,increase,Open_KG,tail_,0.024950190912932158,city greenways,increase,.
18117,Q515,Q2472587,encourage,KG,,0.06532681547105312,city greenways,encourage,citizens
18118,Q515,Q1076521,encourage,KG,,0.05660729669034481,city greenways,encourage,trips
18119,Q515,Q1076521,increase,KG,,0.03986086091026664,city greenways,increase,trips
18120,Q515,Q15807,encourage,KG,,0.03938428871333599,city greenways,encourage,foot
18121,Q515,Q15807,increase,KG,,0.03667973866686225,city greenways,increase,foot
18122,Q515,Q11442,encourage,KG,,0.035616219975054264,city greenways,encourage,bike
18123,Q515,Q11442,increase,KG,,0.031383087392896414,city greenways,increase,bike
18124,Q515,Q40754,encourage,KG,,0.03900454379618168,city greenways,encourage,decrease trips
18125,Q515,Q40754,increase,KG,,0.030044784303754568,city greenways,increase,decrease trips
18126,Q515,Q752870,encourage,KG,,0.04567110352218151,city greenways,encourage,motor vehicles
18127,Q515,Q752870,increase,KG,,0.019475416745990515,city greenways,increase,motor vehicles
18128,Q515,Q102014,encourage,KG,,0.04802963696420193,city greenways,encourage,pedestrian and cyclist links
18129,Q515,Q102014,strengthen,KG,,0.03421891666948795,city greenways,strengthen,pedestrian and cyclist links
18130,Q515,Q102014,increase,KG,,0.019679525401443243,city greenways,increase,pedestrian and cyclist links
18131,Q515,Q7860,encourage,KG,,0.03384213708341122,city greenways,encourage,nature
18132,Q515,Q7860,strengthen,KG,,0.024723535403609276,city greenways,strengthen,nature
18133,Q515,Q7860,increase,KG,,0.02235788432881236,city greenways,increase,nature
18134,Q515,.,encourage,Open_KG,tail_,0.033914601895958185,city greenways,encourage,.
18135,Q515,.,increase,Open_KG,tail_,0.024950190912932158,city greenways,increase,.
18136,Q515,.,strengthen,Open_KG,tail_,0.027609752491116524,city greenways,strengthen,.
18137,Q3884230,.,strengthen,Open_KG,tail_,0.0287804645486176,recreational opportunities,strengthen,.
18138,Q3884230,.,increase,Open_KG,tail_,0.026381943374872208,recreational opportunities,increase,.
18139,Q3884230,Q1076521,increase,KG,,0.04129261337220669,recreational opportunities,increase,trips
18140,Q3884230,Q15807,increase,KG,,0.0381114911288023,recreational opportunities,increase,foot
18141,Q3884230,Q11442,increase,KG,,0.032814839854836464,recreational opportunities,increase,bike
18142,Q3884230,Q40754,increase,KG,,0.03147653676569462,recreational opportunities,increase,decrease trips
18143,Q3884230,Q752870,increase,KG,,0.020907169207930565,recreational opportunities,increase,motor vehicles
18144,Q3884230,Q102014,strengthen,KG,,0.03538962872698903,recreational opportunities,strengthen,pedestrian and cyclist links
18145,Q3884230,Q102014,increase,KG,,0.021111277863383293,recreational opportunities,increase,pedestrian and cyclist links
18146,Q3884230,Q7860,strengthen,KG,,0.025894247461110353,recreational opportunities,strengthen,nature
18147,Q3884230,Q7860,increase,KG,,0.02378963679075241,recreational opportunities,increase,nature
18148,Q3884230,.,strengthen,Open_KG,tail_,0.0287804645486176,recreational opportunities,strengthen,.
18149,Q3884230,.,increase,Open_KG,tail_,0.026381943374872208,recreational opportunities,increase,.
18150,Q2472587,.,increase,Open_KG,tail_,0.04184930957853794,citizens,increase,.
18151,Q2472587,.,strengthen,Open_KG,tail_,0.02675158903002739,citizens,strengthen,.
18152,Q2472587,Q1076521,increase,KG,,0.05675997957587242,citizens,increase,trips
18153,Q2472587,Q15807,increase,KG,,0.05357885733246803,citizens,increase,foot
18154,Q2472587,Q40754,increase,KG,,0.04694390296936035,citizens,increase,decrease trips
18155,Q2472587,Q11442,increase,KG,,0.0482822060585022,citizens,increase,bike
18156,Q2472587,Q752870,increase,KG,,0.0363745354115963,citizens,increase,motor vehicles
18157,Q2472587,Q102014,increase,KG,,0.036578644067049026,citizens,increase,pedestrian and cyclist links
18158,Q2472587,Q7860,increase,KG,,0.039257002994418144,citizens,increase,nature
18159,Q2472587,Q102014,strengthen,KG,,0.03336075320839882,citizens,strengthen,pedestrian and cyclist links
18160,Q2472587,Q7860,strengthen,KG,,0.02386537194252014,citizens,strengthen,nature
18161,Q2472587,.,increase,Open_KG,tail_,0.04184930957853794,citizens,increase,.
18162,Q1076521,.,strengthen,Open_KG,tail_,0.028665916062891483,trips,strengthen,.
18163,Q2472587,.,strengthen,Open_KG,tail_,0.02675158903002739,citizens,strengthen,.
18164,Q1076521,Q102014,strengthen,KG,,0.03527508024126291,trips,strengthen,pedestrian and cyclist links
18165,Q1076521,Q7860,strengthen,KG,,0.025779698975384235,trips,strengthen,nature
18166,Q1076521,.,strengthen,Open_KG,tail_,0.028665916062891483,trips,strengthen,.
18167,Q15807,.,strengthen,Open_KG,tail_,0.03318965993821621,foot,strengthen,.
18168,Q15807,Q102014,strengthen,KG,,0.03979882411658764,foot,strengthen,pedestrian and cyclist links
18169,Q15807,.,strengthen,Open_KG,tail_,0.03318965993821621,foot,strengthen,.
18170,Q15807,Q7860,strengthen,KG,,0.03030344285070896,foot,strengthen,nature
18171,Q11442,.,strengthen,Open_KG,tail_,0.04513010010123253,bike,strengthen,.
18172,Q11442,Q102014,strengthen,KG,,0.05173926427960396,bike,strengthen,pedestrian and cyclist links
18173,Q11442,Q7860,strengthen,KG,,0.04224388301372528,bike,strengthen,nature
18174,Q11442,.,strengthen,Open_KG,tail_,0.04513010010123253,bike,strengthen,.
18175,Q40754,.,strengthen,Open_KG,tail_,0.03918744996190071,decrease trips,strengthen,.
18176,Q40754,Q7860,strengthen,KG,,0.03630123287439346,decrease trips,strengthen,nature
18177,Q40754,Q102014,strengthen,KG,,0.04579661414027214,decrease trips,strengthen,pedestrian and cyclist links
18178,Q40754,.,strengthen,Open_KG,tail_,0.03918744996190071,decrease trips,strengthen,.
18179,Q752870,Q102014,strengthen,KG,,0.05066147819161415,motor vehicles,strengthen,pedestrian and cyclist links
18180,Q752870,.,strengthen,Open_KG,tail_,0.04405231401324272,motor vehicles,strengthen,.
18181,Q752870,Q7860,strengthen,KG,,0.041166096925735474,motor vehicles,strengthen,nature
18182,Q752870,.,strengthen,Open_KG,tail_,0.04405231401324272,motor vehicles,strengthen,.
18183,Q29561151,Q249565,partly,KG,,0.0627519078552723,The Vancouver Greenway Network,partly,several greenways
18184,Q29561151,Q1395034,still,KG,,0.06805446185171604,The Vancouver Greenway Network,still,development
18185,Q29561151,Q249565,construct,KG,,0.08344966173171997,The Vancouver Greenway Network,construct,several greenways
18186,Q29561151,Q1395034,construct,KG,,0.0712788999080658,The Vancouver Greenway Network,construct,development
18187,Q29561151,Q1395034,partly,KG,,0.05407443642616272,The Vancouver Greenway Network,partly,development
18188,Q29561151,Q1395034,either,KG,,0.050248466432094574,The Vancouver Greenway Network,either,development
18189,Q29561151,Q185553,partly,KG,,0.05710247717797756,The Vancouver Greenway Network,partly,the consultation phase
18190,Q29561151,Q185553,either,KG,,0.05372506380081177,The Vancouver Greenway Network,either,the consultation phase
18191,Q29561151,Q185553,construct,KG,,0.0789705216884613,The Vancouver Greenway Network,construct,the consultation phase
18192,Q29561151,Q185553,still,KG,,0.05261662043631077,The Vancouver Greenway Network,still,the consultation phase
18193,Q249565,Q1395034,still,KG,,0.08133256062865257,several greenways,still,development
18194,Q249565,Q1395034,either,KG,,0.06184008717536926,several greenways,either,development
18195,Q249565,Q185553,still,KG,,0.0658947192132473,several greenways,still,the consultation phase
18196,Q249565,Q185553,either,KG,,0.06531668454408646,several greenways,either,the consultation phase
18197,Q29561151,Q628179,km,KG,,0.056636422872543335,The Vancouver Greenway Network,km,trails
18198,Q29561151,Q141488,serve,KG,,0.04484058357775211,The Vancouver Greenway Network,serve,a pedestrian- and cyclist - prioritized network
18199,Q29561151,Q141488,km,KG,,0.041577696800231934,The Vancouver Greenway Network,km,a pedestrian- and cyclist - prioritized network
18200,Q29561151,Q628179,serve,KG,,0.050580164417624474,The Vancouver Greenway Network,serve,trails
18201,Q29561151,Q817765,serve,KG,,0.043860360980033875,The Vancouver Greenway Network,serve,paths
18202,Q29561151,Q817765,km,KG,,0.039504921063780785,The Vancouver Greenway Network,km,paths
18203,Q29561151,Q24639,throughout,KG,,0.04876184929162264,The Vancouver Greenway Network,throughout,Vancouver
18204,Q29561151,Q24639,km,KG,,0.04361195117235184,The Vancouver Greenway Network,km,Vancouver
18205,Q29561151,Q24639,serve,KG,,0.040515242144465446,The Vancouver Greenway Network,serve,Vancouver
18206,Q141488,Q24639,throughout,KG,,0.05441468209028244,a pedestrian- and cyclist - prioritized network,throughout,Vancouver
18207,Q817765,Q24639,throughout,KG,,0.0768316462635994,paths,throughout,Vancouver
18208,Q628179,Q24639,throughout,KG,,0.072867251932621,trails,throughout,Vancouver
18209,Q430057,Q35852,"
 ",KG,,0.04258820414543152,= = = Arbutus Greenway,"
 ",17 hectares
18210,Q430057,Q24639,"
 ",KG,,0.04437796771526337,= = = Arbutus Greenway,"
 ",Vancouver
18211,Q430057,Q50602,"
 ",KG,,0.04365409538149834,= = = Arbutus Greenway,"
 ",the City
18212,Q430057,Q35852,purchase,KG,,0.04648444801568985,= = = Arbutus Greenway,purchase,17 hectares
18213,Q430057,Q81292,"
 ",KG,,0.04088359046727419,= = = Arbutus Greenway,"
 ",42 acres
18214,Q430057,Q81292,purchase,KG,,0.029426978901028633,= = = Arbutus Greenway,purchase,42 acres
18215,Q430057,Q40924,"
 ",KG,,0.03885412774980068,= = = Arbutus Greenway,"
 ",land
18216,Q430057,Q40924,purchase,KG,,0.03352938964962959,= = = Arbutus Greenway,purchase,land
18217,Q430057,Q46974,"
 ",KG,,0.0382459806278348,= = = Arbutus Greenway,"
 ",the Canadian Pacific Railway ( CPR
18218,Q430057,Q46974,purchase,KG,,0.02887627575546503,= = = Arbutus Greenway,purchase,the Canadian Pacific Railway ( CPR
18219,Q430057,Q385378,"
 ",KG,,0.03632590267807245,= = = Arbutus Greenway,"
 ",the construction
